"SONG_ID","TITLE","SP BEGINNER","SP NORMAL","SP HYPER","SP ANOTHER","SP LEGGENDARIA","DP NORMAL","DP HYPER","DP ANOTHER","DP LEGGENDARIA","SPB","SPN","SPH","SPA","SPL","DPN","DPH","DPA","DPL"
"972","追想快晴テーマパーク","NULL","615","1077","1589","NULL","638","1110","1573","NULL","NULL","6","10","11","NULL","6","10","11","NULL"
"973","星屑ディスタンシア","NULL","353","619","1073","NULL","347","624","1000","NULL","NULL","4","6","10","NULL","4","6","10","NULL"
"974","明鏡止水","NULL","438","976","1443","NULL","416","862","1346","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"975","めいさいアイドル☆あいむちゃん♪","NULL","777","1202","1717","NULL","696","1248","1837","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"976","量子の海のリントヴルム","NULL","468","919","1508","NULL","469","940","1407","NULL","NULL","6","9","11","NULL","6","10","11","NULL"
"977","Affection","NULL","305","610","1054","NULL","304","634","1163","NULL","NULL","3","6","10","NULL","3","6","10","NULL"
"978","Amazing Mirage","189","458","894","1343","1684","459","931","1413","1671","NULL","5","9","11","12","5","9","11","12"
"979","Apocalypse","NULL","580","1096","1814","NULL","580","1081","1953","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"980","AsiaN distractive","NULL","606","911","1337","NULL","617","922","1385","NULL","NULL","5","8","11","NULL","6","9","11","NULL"
"981","Be A Star","NULL","487","925","1413","NULL","518","897","1334","NULL","NULL","4","9","11","NULL","5","8","11","NULL"
"982","Beat Juggling Mix","NULL","531","837","1138","1363","533","859","1171","1406","NULL","6","9","11","12","6","9","11","12"
"983","Believe in you","NULL","604","955","1226","NULL","582","924","1251","NULL","NULL","5","8","10","NULL","6","8","10","NULL"
"984","Beyond The Seven","NULL","373","671","1375","NULL","472","733","1387","NULL","NULL","4","7","11","NULL","4","8","11","NULL"
"985","BREAK OVER","NULL","462","785","1210","NULL","452","712","1193","NULL","NULL","5","9","11","NULL","5","8","11","NULL"
"986","BroGamer","NULL","699","1099","1568","2383","667","1098","1575","2342","NULL","7","9","11","12","7","9","11","12"
"987","Caterpillar","NULL","617","1129","1561","NULL","626","1064","1681","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"988","crew","NULL","317","885","1480","NULL","340","946","1574","NULL","NULL","3","8","11","NULL","4","9","11","NULL"
"989","Cyber True Color","NULL","504","863","1207","NULL","481","831","1216","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"990","DISAPPEAR feat. koyomin","NULL","372","954","1497","NULL","374","935","1645","NULL","NULL","4","9","11","NULL","4","10","12","NULL"
"991","DORNWALD ～Junge～","NULL","655","1163","1903","NULL","684","1230","1871","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"992","ECHIDNA","NULL","665","1111","1775","NULL","642","1084","1822","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"993","Egret and Willow","NULL","527","848","1383","NULL","533","847","1286","NULL","NULL","6","8","11","NULL","6","8","11","NULL"
"994","elemental bender feat. Kanae Asaba","NULL","326","606","826","NULL","319","609","846","NULL","NULL","3","6","8","NULL","3","6","8","NULL"
"995","FUZIN RIZIN","NULL","609","1008","1929","NULL","650","944","1931","NULL","NULL","5","9","12","NULL","6","9","12","NULL"
"996","Go Ahead!!","NULL","521","810","1413","NULL","498","792","1403","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"997","GuNGNiR","NULL","684","1397","2081","2443","681","1420","2175","2428","NULL","7","11","12","12","7","10","12","12"
"998","HADES","197","500","950","1601","NULL","475","964","1564","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"999","Honey Trap","NULL","422","822","1284","NULL","435","822","1286","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1000","INVISIBLE STRIX","NULL","601","1074","1331","NULL","600","1081","1383","NULL","NULL","6","10","11","NULL","7","10","11","NULL"
"1001","Lost wing at.0","NULL","475","752","1261","NULL","418","709","1297","NULL","NULL","5","8","11","NULL","4","8","11","NULL"
"1002","Macuilxochitl","267","752","1147","1677","NULL","768","1042","1546","NULL","NULL","7","10","11","NULL","7","10","11","NULL"
"1003","Magical","NULL","410","601","1011","NULL","410","635","1028","NULL","NULL","4","6","10","NULL","4","6","10","NULL"
"1004","Mare Nectaris","NULL","746","1116","2094","NULL","746","1081","1862","NULL","NULL","7","11","12","NULL","7","10","12","NULL"
"1005","Modular Technology","NULL","638","1006","1372","NULL","631","973","1365","NULL","NULL","6","10","11","NULL","6","10","11","NULL"
"1006","Music is The Answer","NULL","403","726","977","NULL","402","766","1062","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1007","nostos","NULL","471","722","1359","NULL","486","814","1324","NULL","NULL","5","8","11","NULL","5","9","11","NULL"
"1008","OOO","NULL","349","737","1034","NULL","373","714","1044","NULL","NULL","3","7","10","NULL","3","7","10","NULL"
"1009","OTENAMI Hurricane","NULL","670","1135","1643","NULL","654","1133","1743","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1010","PAPAYAPA BASS","NULL","397","788","1428","NULL","485","802","1362","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1011","Quakes","NULL","577","1080","1654","NULL","559","1066","1613","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"1012","RAIN","NULL","588","928","1657","NULL","603","1038","1755","NULL","NULL","6","9","12","NULL","6","10","12","NULL"
"1013","Rave Cannon","NULL","538","946","1700","NULL","546","975","1597","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1014","RISING FIRE HAWK","NULL","440","768","1372","NULL","439","854","1359","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1015","ROTTERDAM SHOGUN","NULL","574","930","1299","NULL","562","919","1411","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1016","SAMURAI-Scramble","NULL","511","865","1232","1576","559","957","1299","1572","NULL","5","9","11","12","6","9","11","12"
"1017","Sarutobi Champion is 拙者","NULL","503","809","1153","NULL","525","817","1425","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1018","SAY BAY","NULL","429","771","1455","NULL","480","796","1420","NULL","NULL","5","8","12","NULL","5","9","11","NULL"
"1019","Seaside Labyrinth","NULL","332","667","953","NULL","330","620","972","NULL","NULL","4","7","9","NULL","4","6","9","NULL"
"1020","Seize the Day","NULL","389","696","1100","NULL","393","940","1225","NULL","NULL","5","8","10","NULL","5","9","11","NULL"
"1021","Selfish Sweet","NULL","327","493","877","NULL","323","496","905","NULL","NULL","3","5","9","NULL","3","6","9","NULL"
"1022","SEQUENCE CAT","NULL","551","1128","1446","NULL","640","1333","1985","NULL","NULL","5","10","11","NULL","6","10","12","NULL"
"1023","Shoot’Em All","NULL","404","748","1264","NULL","318","855","1416","NULL","NULL","3","7","11","NULL","3","8","12","NULL"
"1024","shuriken","NULL","396","573","1298","NULL","387","660","1321","NULL","NULL","4","6","10","NULL","4","8","11","NULL"
"1025","SINOBUZ Fantasy","NULL","522","867","1228","NULL","523","904","1206","NULL","NULL","6","9","10","NULL","6","9","10","NULL"
"1026","Sky High","222","603","1205","1943","NULL","589","1192","1918","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1027","Snakey Kung-fu","NULL","563","1110","1751","NULL","539","1122","1799","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1028","Steel Edge","NULL","466","759","1604","NULL","487","938","1392","NULL","NULL","5","8","12","NULL","5","9","11","NULL"
"1029","Super Rush","NULL","523","953","1791","NULL","574","1007","1719","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1030","Surf on the Light","NULL","399","760","1154","NULL","412","880","1198","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1031","The Commanders","NULL","486","764","1227","NULL","485","803","1282","NULL","NULL","5","8","10","NULL","5","8","11","NULL"
"1032","(This Is Not) The Angels","NULL","309","739","1364","NULL","372","776","1304","NULL","NULL","4","8","11","NULL","5","8","11","NULL"
"1033","TOGAKUSHI","NULL","526","987","1343","NULL","493","920","1333","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"1034","Umbral","NULL","311","720","966","NULL","314","675","1032","NULL","NULL","3","7","10","NULL","3","7","10","NULL"
"1035","Venom","NULL","656","1110","1624","NULL","641","1106","1451","NULL","NULL","6","10","12","NULL","7","10","11","NULL"
"1036","Warrior","NULL","517","914","1257","NULL","512","880","1251","NULL","NULL","5","8","10","NULL","5","9","10","NULL"
"1037","XINOBIKILL","NULL","506","910","1475","NULL","558","1074","1566","NULL","NULL","6","9","11","NULL","5","9","11","NULL"
"1038","Yellow Sketch(RX-Ver.S.P.L.)","NULL","389","943","1479","NULL","389","1010","1545","NULL","NULL","4","9","11","NULL","4","9","11","NULL"
"1039","イザナミノナゲキ","NULL","605","1007","1661","NULL","637","962","1769","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1040","焔極OVERKILL","NULL","598","1118","1901","NULL","672","1252","1984","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"1041","お命ちょうDAI！901娘","NULL","490","810","1177","NULL","452","812","1264","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1042","禍根","NULL","411","704","1336","NULL","427","753","1219","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1043","鴉","NULL","763","1136","1356","NULL","741","1130","1346","NULL","NULL","7","10","11","NULL","7","10","11","NULL"
"1044","九尾狐夜行","NULL","438","912","1521","NULL","456","948","1530","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1045","恋はどう？モロ◎波動OK☆方程式!!","NULL","518","805","1246","NULL","513","775","1028","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1046","獅子霞麗ノ舞","NULL","252","550","873","NULL","250","526","938","NULL","NULL","4","6","9","NULL","3","6","9","NULL"
"1047","忍恋花","NULL","515","867","1141","NULL","508","856","1330","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1048","〆","NULL","657","1194","1877","NULL","665","1198","1933","NULL","NULL","6","9","12","NULL","6","10","12","NULL"
"1049","次葉 -turn the page-","NULL","427","716","1003","NULL","427","693","1073","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1050","ちらちら・はらはら","NULL","207","475","715","NULL","203","483","742","NULL","NULL","3","5","7","NULL","2","5","7","NULL"
"1051","津軽雪","NULL","784","1137","1953","NULL","844","1165","2101","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1052","月雪に舞う華のように","NULL","437","683","1083","NULL","446","722","1053","NULL","NULL","5","7","10","NULL","5","8","10","NULL"
"1053","ディッシュウォッシャー◎彡おいわちゃん","NULL","366","736","1280","NULL","386","761","1292","NULL","NULL","3","7","11","NULL","4","7","11","NULL"
"1054","童話回廊","NULL","484","905","1592","NULL","483","912","1478","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1055","刃図羅","NULL","626","1082","1746","NULL","590","1089","1790","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1056","焱影","NULL","366","723","1437","NULL","440","780","1431","NULL","NULL","5","9","12","NULL","6","9","12","NULL"
"1057","¡Viva!","NULL","492","825","1014","1416","444","838","1206","1446","NULL","5","8","10","11","4","9","11","11"
"1058","冬椿 ft. Kanae Asaba","NULL","482","633","1146","1535","474","621","1114","1509","NULL","5","7","10","11","5","7","10","11"
"1059","#MAGiCVLGiRL_TRVP_B3VTZ","NULL","588","991","1753","NULL","592","956","1500","NULL","NULL","6","9","12","NULL","6","9","11","NULL"
"1060","AA -rebuild-","NULL","646","1253","1820","NULL","712","1192","1752","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1061","Abraxas","NULL","403","844","1241","NULL","414","921","1254","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1062","ACCELERATE","NULL","597","895","1261","NULL","561","869","1328","NULL","NULL","6","8","10","NULL","5","8","10","NULL"
"1063","Acidiva 303","NULL","416","703","1161","NULL","416","702","1109","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1064","Alpheratz","NULL","218","519","1049","NULL","281","574","1023","NULL","NULL","2","5","9","NULL","3","5","9","NULL"
"1065","Amor De Verão","NULL","404","728","1193","NULL","452","729","1206","NULL","NULL","4","8","11","NULL","5","8","11","NULL"
"1066","ANAGMA","NULL","522","925","1339","NULL","520","952","1327","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1067","ANCHOR","NULL","680","1288","1835","NULL","678","1265","1830","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1068","Antigravity","NULL","535","1043","1591","NULL","558","1001","1467","NULL","NULL","6","10","12","NULL","6","9","12","NULL"
"1069","Arca","NULL","468","961","1602","NULL","485","975","1606","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1070","Around the Future","NULL","561","892","1329","NULL","570","942","1385","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1071","Back Spin Sweeper","NULL","431","717","1156","NULL","422","778","1205","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1072","Battleground","NULL","595","968","1361","NULL","587","900","1304","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1073","Be a Hero!","NULL","394","1006","1592","NULL","494","921","1627","NULL","NULL","4","9","11","NULL","5","9","11","NULL"
"1074","Beast mode","NULL","538","803","1395","NULL","533","838","1445","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1075","Best Of Me","NULL","413","810","1127","NULL","409","761","1121","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1076","Boomy and The Boost","NULL","538","1042","1826","NULL","576","1088","1798","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1077","Break Stasis","NULL","673","980","1274","NULL","670","990","1282","NULL","NULL","6","9","10","NULL","6","9","10","NULL"
"1078","ChaserXX","NULL","560","988","1453","NULL","571","953","1410","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1079","Chemical Cookie","NULL","419","739","1081","NULL","389","724","1061","NULL","NULL","5","8","10","NULL","5","8","11","NULL"
"1080","City Never Sleeps (IIDX EDITION)","NULL","668","977","1344","NULL","666","979","1377","NULL","NULL","7","9","11","NULL","7","9","11","NULL"
"1081","COSMIC☆WONDER☆REVOLUTION","NULL","389","722","1049","NULL","438","694","1026","NULL","NULL","4","7","9","NULL","5","7","9","NULL"
"1082","DEADHEAT","NULL","606","1066","1721","NULL","611","1074","1757","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"1083","DEATH†ZIGOQ ～怒りの高速爆走野郎～","NULL","710","1272","2075","2459","725","1262","1999","2459","NULL","7","10","12","12","7","10","12","12"
"1084","DropZ-Line-","NULL","696","1101","1648","NULL","677","1040","1771","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1085","Eine Haube ～聖地の果てにあるもの～","NULL","493","728","1321","NULL","503","765","1346","NULL","NULL","5","8","11","NULL","5","9","12","NULL"
"1086","EMERALDAS","265","704","1258","1833","NULL","691","1293","1763","NULL","NULL","7","11","12","NULL","7","11","12","NULL"
"1087","encounter","NULL","494","907","1679","NULL","505","886","1709","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1088","Exhaust Hype","NULL","523","994","1426","NULL","503","963","1393","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1089","Expanded !!","NULL","341","788","1324","NULL","341","759","1377","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1090","Fervidex","NULL","432","915","1361","NULL","427","912","1397","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1091","FIRE BALL","NULL","435","833","1265","NULL","402","833","1238","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1092","FREEDOM","NULL","511","880","1481","NULL","507","852","1482","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1093","From Time To Time","NULL","404","983","1293","NULL","404","983","1293","NULL","NULL","4","9","10","NULL","4","10","11","NULL"
"1094","FUTURE is Dead","NULL","467","767","1151","NULL","443","740","1095","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1095","Get Up! feat. Kanae Asaba","NULL","296","645","966","NULL","341","686","1000","NULL","NULL","3","7","9","NULL","4","7","9","NULL"
"1096","HAT TRICK","NULL","438","732","1118","NULL","465","777","1215","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1097","Hella Deep","NULL","325","538","959","NULL","328","554","959","NULL","NULL","4","7","10","NULL","4","8","10","NULL"
"1098","HYPE THE CORE","NULL","565","1044","1539","NULL","564","1046","1871","NULL","NULL","6","10","11","NULL","7","10","12","NULL"
"1099","I Love You","NULL","540","970","1381","NULL","536","971","1379","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1100","Illusionary Waterlily","NULL","667","1164","1803","NULL","687","1225","1740","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1101","Initiation","330","762","1277","2018","NULL","817","1338","2018","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1102","Let’s Bounce !!","NULL","373","658","1146","NULL","396","684","1143","NULL","NULL","4","7","10","NULL","4","8","10","NULL"
"1103","Life Is A Game ft.DD”ナカタ”Metal","NULL","642","999","1775","NULL","698","1169","1667","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"1104","LUV DRIVE","NULL","419","683","1075","NULL","480","670","1103","NULL","NULL","5","7","10","NULL","5","7","10","NULL"
"1105","MAXIVCORD","NULL","413","752","1256","NULL","418","771","1175","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1106","Midnight Lady","NULL","323","596","979","NULL","325","572","1035","NULL","NULL","4","6","9","NULL","4","6","9","NULL"
"1107","Mira","NULL","483","968","1596","NULL","558","926","1686","NULL","NULL","5","9","11","NULL","6","9","12","NULL"
"1108","n’pa pa BBQ","NULL","469","892","1408","NULL","531","909","1423","NULL","NULL","4","8","11","NULL","5","8","11","NULL"
"1109","NITROUS CANNON","NULL","713","1055","1875","NULL","696","1054","1852","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1110","Nothing but Theory","NULL","556","811","1438","NULL","601","910","1397","NULL","NULL","5","8","11","NULL","6","9","11","NULL"
"1111","O/D*20","NULL","581","854","1071","NULL","659","1013","1246","NULL","NULL","6","8","10","NULL","6","10","11","NULL"
"1112","Only for now","NULL","459","797","1138","1460","503","807","1128","1481","NULL","4","8","10","NULL","5","8","10","NULL"
"1113","Papilio ulysses","NULL","614","1080","1498","NULL","619","1069","1452","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1114","Persephone","NULL","690","1007","1539","NULL","669","1142","1573","NULL","NULL","6","9","12","NULL","6","10","12","NULL"
"1115","Rampage","NULL","653","1257","1831","NULL","648","1253","1983","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"1116","Raspberry Railgun","NULL","719","1155","1606","NULL","673","1067","1694","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1117","REVOLVER","NULL","471","844","1405","1731","456","833","1374","1715","NULL","5","8","11","NULL","5","8","11","NULL"
"1118","Rise Circuit","NULL","477","826","1180","NULL","489","845","1210","NULL","NULL","5","9","11","NULL","5","8","11","NULL"
"1119","SHOX","NULL","439","596","881","NULL","588","685","1109","NULL","NULL","5","8","10","NULL","7","9","11","NULL"
"1120","Sleepless days","NULL","255","456","788","NULL","260","455","789","NULL","NULL","4","6","9","NULL","4","6","9","NULL"
"1121","Slipstream","NULL","546","1054","1822","NULL","566","1001","1717","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1122","SPEED","NULL","455","853","1359","NULL","417","798","1252","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1123","SPEED DEMON","NULL","379","736","1198","NULL","422","731","1266","NULL","NULL","5","8","10","NULL","5","8","11","NULL"
"1124","STARLIGHT JUNCTION","NULL","454","816","1150","NULL","415","791","1211","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1125","Static State","NULL","540","912","1218","NULL","521","882","1196","NULL","NULL","6","9","10","NULL","6","9","10","NULL"
"1126","Temple of Anubis","NULL","517","781","1345","NULL","549","909","1332","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1127","THE CANNONBALLER","244","770","1236","1748","2398","753","1299","1807","2383","NULL","6","10","11","12","6","10","11","12"
"1128","The Chase","NULL","359","710","1148","NULL","372","737","1142","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"1129","UMMU","220","626","1083","1587","NULL","673","1127","1614","NULL","NULL","6","10","11","NULL","7","10","11","NULL"
"1130","Xperanza","276","701","1238","1637","NULL","690","1141","1698","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1131","1001 -ESCAPE-","NULL","524","866","1327","NULL","538","851","1333","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1132","255","NULL","469","823","1676","NULL","564","953","1590","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1133","命の標本","NULL","372","864","1358","NULL","372","846","1275","NULL","NULL","4","8","11","NULL","4","8","11","NULL"
"1134","うさ☆かめ 大戦争！","NULL","487","836","1276","NULL","479","809","1257","NULL","NULL","6","8","11","NULL","6","8","11","NULL"
"1135","エディブルフラワーの独白","NULL","411","795","1110","NULL","414","779","1174","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1136","共犯ヘヴンズコード","NULL","258","704","1149","NULL","267","697","1141","NULL","NULL","3","7","10","NULL","3","7","10","NULL"
"1137","シムルグの目醒め","NULL","717","1211","1822","NULL","766","1293","1815","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1138","神謳 -RESONANCE-","NULL","702","1285","2047","NULL","725","1356","2052","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1139","純真可憐デザイア","127","422","824","1172","NULL","450","817","1124","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1140","草原の王女-奇跡を辿って-","NULL","352","629","1172","NULL","433","722","1127","NULL","NULL","3","7","10","NULL","4","8","10","NULL"
"1141","東京神話","235","528","914","1505","1903","500","906","1533","1861","NULL","6","9","12","12","6","9","12","12"
"1142","ナイトシティー・アヴァンチュール","NULL","521","774","1047","NULL","511","774","1139","NULL","NULL","5","7","9","NULL","5","7","9","NULL"
"1143","ハイ*ビスカス ft. Kanae Asaba","NULL","438","784","1233","NULL","531","772","1303","NULL","NULL","4","7","10","NULL","5","8","10","NULL"
"1144","バスルーム ロマンス","NULL","492","744","1228","NULL","494","752","1204","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1145","バ→ビ→ブ→Bomb!","NULL","422","923","1294","NULL","431","939","1297","NULL","NULL","5","9","11","NULL","5","8","11","NULL"
"1146","A Tale Hidden In The Abyss","NULL","480","888","1346","NULL","483","864","1346","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1147","Afterimage d’automne","NULL","519","879","1480","NULL","525","913","1554","NULL","NULL","6","9","11","NULL","6","9","12","NULL"
"1148","AGAiN","NULL","518","823","1166","NULL","565","842","1195","NULL","NULL","5","8","10","NULL","6","8","10","NULL"
"1149","Angels & Demons","NULL","468","907","1233","NULL","500","897","1227","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1150","BLACK JACKAL","NULL","428","812","1183","NULL","428","813","1138","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1151","BLO§OM","NULL","550","843","1290","NULL","546","815","1316","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1152","Carmina","266","683","1292","2000","NULL","701","1273","2000","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1153","Carry Me Away","268","575","933","1613","NULL","595","957","1568","NULL","NULL","7","9","12","NULL","6","9","12","NULL"
"1154","Catch Our Fire!","NULL","699","1186","1885","NULL","691","1198","1888","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1155","CODE:Ø","NULL","726","1120","1454","NULL","738","1086","1382","NULL","NULL","5","9","11","NULL","6","10","11","NULL"
"1156","CoMAAAAAAA","NULL","643","1068","1208","NULL","640","1151","1304","NULL","NULL","6","9","10","NULL","6","10","10","NULL"
"1157","COSMIC CYBER","NULL","524","862","1469","NULL","531","835","1325","NULL","NULL","5","9","11","NULL","6","9","11","NULL"
"1158","Cranberry City ft. Luschel","NULL","433","816","1234","NULL","447","792","1272","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1159","dAuntl3ss","NULL","542","1018","1775","NULL","584","1157","1770","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1160","Digital Skipper","NULL","504","807","1133","NULL","500","804","1142","NULL","NULL","6","8","10","NULL","6","8","10","NULL"
"1161","Dr. Chemical & Killing Machine","NULL","567","964","1700","NULL","586","978","1919","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1162","Drastic Dramatic","NULL","800","1231","1765","NULL","782","1253","1736","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1163","Ember Lights","NULL","491","842","1369","NULL","530","863","1296","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1164","EVANESCENT","NULL","661","1241","1845","NULL","660","1174","1820","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1165","Garuda","NULL","541","842","1323","NULL","541","876","1319","NULL","NULL","5","9","11","NULL","6","9","11","NULL"
"1166","Geirskögul","NULL","545","808","1128","NULL","555","745","1122","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1167","GENE","NULL","664","1009","2183","NULL","659","990","1986","NULL","NULL","7","10","12","NULL","7","9","12","NULL"
"1168","GIGA THRASH","NULL","643","970","1400","NULL","662","1002","1503","NULL","NULL","6","9","11","NULL","7","9","12","NULL"
"1169","Glory","NULL","390","855","1185","NULL","376","838","1168","NULL","NULL","4","7","9","NULL","4","7","10","NULL"
"1170","GO OVER WITH GLARE -ROOTAGE 26-","NULL","548","1160","2000","NULL","558","1129","1769","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1171","HARD BRAIN","NULL","701","1044","1914","NULL","706","1095","1903","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1172","HEISEI","190","590","992","1291","NULL","581","1033","1323","NULL","NULL","6","10","11","NULL","6","10","11","NULL"
"1173","Hurry Hurry","NULL","380","527","1045","NULL","379","527","1032","NULL","NULL","4","6","9","NULL","4","6","9","NULL"
"1174","IDC feat.REVERBEE (Mo’Cuts Ver)","NULL","557","818","1145","NULL","553","779","1017","NULL","NULL","7","9","11","NULL","7","10","11","NULL"
"1175","IDOL syndrome.","NULL","382","738","1109","NULL","397","720","1183","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1176","KILL EACH OTHER","NULL","711","1270","1945","NULL","713","1248","1889","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1177","L.F.O","NULL","444","898","1687","NULL","448","847","1697","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1178","LADYBIRD","NULL","572","865","1258","NULL","601","894","1253","NULL","NULL","7","9","11","NULL","7","9","11","NULL"
"1179","Let me be your cure","NULL","573","718","1344","NULL","631","879","1354","NULL","NULL","5","7","10","NULL","5","8","10","NULL"
"1180","Lift Us High","NULL","494","808","1247","NULL","490","777","1252","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1181","LOST TECHNOLOGIE","NULL","590","984","1822","NULL","644","1009","1849","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1182","Mächö Mönky","NULL","754","1123","1588","NULL","643","1100","1522","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1183","Necroxis Girl","NULL","601","1027","1441","NULL","558","962","1505","NULL","NULL","6","9","11","NULL","6","9","12","NULL"
"1184","Next Tales 2 Oath (IIDX 20th Anniv ”Ring” Theme)","NULL","457","847","1387","NULL","519","820","1415","NULL","NULL","5","9","11","NULL","5","8","11","NULL"
"1185","Night! Night! Night!","NULL","609","931","1540","NULL","590","917","1486","NULL","NULL","6","9","11","NULL","6","9","12","NULL"
"1186","ONIGOROSHI","NULL","597","1107","1541","NULL","584","1107","1503","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
